id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
763014675077785612,Chalet in Asheville · ★4.86 · 3 bedrooms · 8 beds · 2 baths,443139360,Vacasa North Carolina,,28806,35.50615,-82.60829,Entire home/apt,334,2,7,2023-06-11,1.28,34,347,7,
763694852078964309,Townhouse in Asheville · ★4.93 · 3 bedrooms · 4 beds · 3 baths,167186184,Towns,,28803,35.55693,-82.48374,Entire home/apt,295,1,15,2023-05-28,2.18,113,350,15,
764472896441744936,Rental unit in Asheville · ★4.86 · 1 bedroom · 1 bed · 1 bath,233001142,Alex,,28806,35.5091039,-82.6105439,Entire home/apt,88,1,37,2023-06-16,5.44,1,330,37,
764652071728217097,Guest suite in Asheville · 1 bedroom · 1 bed · 1 bath,125517409,Natalya,,28806,35.59521,-82.63906,Entire home/apt,119,2,1,2022-12-05,0.15,1,168,1,
765205166812515394,Home in Woodfin · ★5.0 · 4 bedrooms · 7 beds · 3.5 baths,10699816,Trace,,28804,35.62889,-82.59044,Entire home/apt,340,1,27,2023-06-14,3.97,7,255,27,
765323061447346007,Home in Fletcher · ★5.0 · 4 bedrooms · 8 beds · 5 baths,37020165,Bright Host,,28732,35.45823,-82.47819,Entire home/apt,517,2,5,2023-06-11,0.74,4,290,5,
766964039883686554,Home in Biltmore Forest · 1 bedroom · 4 beds · 1 bath,121681645,Evolve,,28805,35.57059,-82.52109,Entire home/apt,93,30,0,,,43,183,0,
767392285700878978,Cabin in Asheville · 1 bedroom · 1 bed · 1.5 baths,410446440,David,,28806,35.57262,-82.62525,Entire home/apt,100,29,2,2023-05-31,1.03,1,35,2,
768754777031132425,Home in Asheville · 1 bedroom · 1 bed · 1 private bath,56642643,Paul,,28806,35.5791209,-82.6296261,Private room,79,1,0,,,4,0,0,
769819800084072975,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,28193547,Jordan,,28804,35.64342,-82.60944,Entire home/apt,85,30,1,2023-02-03,0.22,1,0,1,
770229270654622365,Home in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,489460619,Ben And Tara,,28806,35.60142694617568,-82.62450255453587,Entire home/apt,160,2,11,2023-05-21,1.81,1,183,11,
770869320258914486,Home in Asheville · 3 bedrooms · 3 beds · 2 baths,55723702,Aaron,,28805,35.62735,-82.46614,Entire home/apt,175,2,1,2023-01-01,0.18,1,230,1,
771084327839050776,Home in Asheville · 3 bedrooms · 3 beds · 2 baths,77087020,Jeff,,28806,35.58547,-82.60127,Entire home/apt,150,30,0,,,1,137,0,
771776079617148623,Home in Buncombe County · 4 bedrooms · 6 beds · 3 baths,477404819,John,,28805,35.64093,-82.46023,Entire home/apt,509,3,0,,,6,293,0,
771793196571267930,Cabin in Buncombe County · Studio · 3 beds · 1 bath,477404819,John,,28805,35.64009,-82.45748,Entire home/apt,165,2,0,,,6,294,0,
772322471090299421,Condo in Asheville · ★5.0 · 3 bedrooms · 3 beds · 3 baths,134903005,Carolina Mornings,,28801,35.59587,-82.55272,Entire home/apt,534,1,5,2023-06-11,1.95,34,344,5,
774545010096556204,Camper/RV in Asheville · ★4.86 · 2 bedrooms · 2 beds · 1 bath,404069536,Travis,,28806,35.54613,-82.63097,Entire home/apt,93,1,49,2023-06-11,7.62,1,335,49,
774781482022487824,Tiny home in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,35911236,Kelly,,28806,35.58628,-82.63899,Entire home/apt,88,1,27,2023-06-14,4.43,1,25,27,
775404892024131437,Rental unit in Asheville · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,490356742,Mary Dean,,28803,35.56166,-82.51632,Entire home/apt,100,2,12,2023-06-11,3.71,1,111,12,
775748870746145651,Rental unit in Asheville · ★4.86 · Studio · 1 bed · 1 bath,67482091,Hannah,,28804,35.63828,-82.53017,Entire home/apt,100,2,7,2023-06-02,3.62,1,321,7,
775924789547797403,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,79046647,Vicki,,28801,35.60884,-82.56719,Entire home/apt,110,30,0,,,1,352,0,
776014861241735902,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,10603047,Greybeard,,28805,35.59047,-82.53625,Entire home/apt,89,28,0,,,14,62,0,
777411296999426840,Home in Asheville · ★4.75 · 3 bedrooms · 3 beds · 2 baths,490701261,Dena,,28803,35.5512315,-82.5151801,Entire home/apt,221,2,4,2023-06-12,1.21,1,5,4,
778873616930822906,Cabin in Asheville · 2 bedrooms · 2 beds · 2 baths,43536868,Beth,,28805,35.6217642,-82.4718343,Entire home/apt,153,2,1,2023-06-12,1,1,26,1,
779598253679590567,Home in Asheville · ★5.0 · 3 bedrooms · 4 beds · 3.5 baths,491036649,Meg,,28801,35.58517,-82.54884,Entire home/apt,469,1,22,2023-06-11,4.46,1,94,22,
779831052182176019,Home in Asheville · ★4.89 · 5 bedrooms · 9 beds · 2.5 baths,143748636,Amanda,,28805,35.60761,-82.47836,Entire home/apt,233,3,9,2023-06-04,2.93,1,172,9,
780141460555894020,Rental unit in Asheville · Studio · 1 bed · 1 bath,33042122,John,,28801,35.5984992,-82.5550576,Entire home/apt,500,2,0,,,3,0,0,
780248103906751003,Home in Asheville · 1 bedroom · 1 bed · 1 shared bath,295508717,Juliana,,28806,35.62598219573995,-82.63431139290333,Private room,69,2,0,,,3,348,0,
780534535309829961,Home in Asheville · 4 bedrooms · 4 beds · 4 baths,339683895,Alison Landers &,,28801,35.60116,-82.55078,Entire home/apt,1700,3,0,,,2,337,0,
781256446206601299,Home in Asheville · ★4.88 · 3 bedrooms · 4 beds · 2 baths,84731971,Hisham And Natalie,,28803,35.55778248625883,-82.47381424603273,Entire home/apt,229,2,25,2023-06-05,5.21,1,277,25,
781418110690128742,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,53882937,Torey,,28806,35.57422,-82.59693,Entire home/apt,119,5,2,2023-04-01,0.35,1,187,2,
781782414720517996,Home in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 bath,41653391,Michael And Amanda,,28803,35.56815,-82.52821,Entire home/apt,89,1,8,2023-05-09,1.40,4,0,8,
782566217015314409,Rental unit in Arden · ★4.89 · 1 bedroom · 1 bed · 1 bath,390463853,Brian,,28704,35.47618,-82.56592,Entire home/apt,64,1,9,2023-06-02,1.50,6,117,9,
782690732521177969,Guesthouse in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,491579319,Austin,,28805,35.6152141,-82.52615139999999,Entire home/apt,88,2,10,2023-06-03,1.79,1,331,10,
783200712500479389,Home in Asheville · ★4.95 · 3 bedrooms · 4 beds · 2 baths,241015464,Mackenzie,,28806,35.60532,-82.61026,Entire home/apt,204,2,21,2023-06-11,3.73,1,338,21,
783468485250196758,Tiny home in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,10783827,Nataliya,,28806,35.5885,-82.63668,Entire home/apt,254,2,29,2023-06-15,5.92,1,109,29,
785082616651050507,Home in Fletcher · ★4.92 · 1 bedroom · 1 bed · 1 private bath,4396256,April,,28732,35.43129,-82.49876,Private room,83,1,12,2023-06-11,3.16,1,82,12,
785575328057748301,Home in Asheville · ★4.80 · 5 bedrooms · 10 beds · 4 baths,480217041,AvantStay,,28804,35.6290741,-82.5161784,Entire home/apt,736,1,10,2023-06-06,1.80,10,315,10,
786039277614099375,Rental unit in Arden · 1 bedroom · 1 bed · 1 bath,424428643,Eric,,28704,35.47382,-82.51796,Entire home/apt,125,2,0,,,3,352,0,
786299441872286559,Home in Asheville · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,492169479,Eden,,28804,35.62749,-82.58238,Entire home/apt,201,2,6,2023-06-09,2.34,6,319,6,
786308508636297203,Rental unit in Asheville · 1 bedroom · 1 bed · 1 bath,193298558,Amy,,28801,35.598049992093394,-82.55507521147005,Entire home/apt,90,30,0,,,1,259,0,
786730754311109964,Home in Arden · ★4.80 · 2 bedrooms · 3 beds · 1 bath,121681645,Evolve,,28704,35.4489,-82.51779,Entire home/apt,96,2,10,2023-06-04,2.50,43,343,10,
786858671294872745,Home in Asheville · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,287133384,Samantha,,28804,35.62739,-82.58337,Entire home/apt,180,1,3,2023-06-04,0.98,4,334,3,
786892739148623801,Rental unit in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,121681645,Evolve,,28803,35.56609,-82.54084,Entire home/apt,92,2,9,2023-05-31,1.74,43,288,9,
788284791294189813,Home in Candler · ★4.75 · 3 bedrooms · 4 beds · 2.5 baths,121681645,Evolve,,28715,35.56434,-82.65309,Entire home/apt,152,2,4,2023-05-28,0.77,43,324,4,
789275713131287156,Home in Asheville · ★5.0 · 5 bedrooms · 12 beds · 3.5 baths,26629986,Eliot,,28806,35.6221398,-82.6362138,Entire home/apt,776,1,22,2023-06-15,5.20,2,258,22,
790620302367439295,Home in Buncombe County · 4 bedrooms · 4 beds · 2.5 baths,27538131,Chai,,28715,35.55787,-82.65718,Private room,34,30,0,,,1,364,0,
790816914345274713,Home in Woodfin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,492927213,Maureen,,28804,35.63159952159538,-82.57660078539855,Private room,89,1,7,2023-05-30,2.28,2,89,7,
791217133919040660,Home in Asheville · ★4.96 · 3 bedrooms · 4 beds · 3 baths,242474849,Jennifer And Erik,,28804,35.62451,-82.53147,Entire home/apt,349,1,23,2023-05-29,4.66,15,296,23,
791259136214392480,Home in Asheville · ★5.0 · 4 bedrooms · 7 beds · 2.5 baths,23893046,Kory,,28806,35.55368,-82.62235,Entire home/apt,306,1,16,2023-06-05,2.82,1,301,16,
791273631100844517,Guest suite in Asheville · ★5.0 · 1 bedroom · 1 bed · 2 baths,12356599,Derrick,,28806,35.57335,-82.5813,Entire home/apt,146,2,28,2023-06-14,5.42,1,107,28,
791933559832114039,Home in Asheville · 3 bedrooms · 4 beds · 2.5 baths,4331962,Shanti Mountain,,28806,35.57391,-82.56922,Entire home/apt,125,30,1,2023-05-31,1,10,273,1,
792514918043734073,Home in Candler · 3 bedrooms · 3 beds · 2 baths,210944753,Jessica,,28715,35.5095,-82.65641,Entire home/apt,144,3,1,2023-01-15,0.19,1,312,1,
792577512333933594,Home in Asheville · 4 bedrooms · 4 beds · 2 baths,443139360,Vacasa North Carolina,,28806,35.56484,-82.6407,Entire home/apt,202,2,0,,,34,365,0,
792685208775480989,Rental unit in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4331962,Shanti Mountain,,28801,35.59689,-82.55092,Entire home/apt,299,2,10,2023-06-13,2.50,10,309,10,
792726251517572578,Home in Candler · ★5.0 · 2 bedrooms · 2 beds · 1 bath,493345850,Thomas,,28715,35.5694229,-82.6423938,Entire home/apt,149,2,7,2023-06-11,1.75,1,78,7,
792999203173134431,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,7341733,Cory,,28806,35.57422,-82.60705,Entire home/apt,70,29,0,,,1,90,0,
793306574661944096,Home in Asheville · 3 bedrooms · 3 beds · 2 baths,10603047,Greybeard,,28804,35.64889,-82.58182,Entire home/apt,96,2,0,,,14,0,0,
793314656060612567,Home in Asheville · 3 bedrooms · 4 beds · 2 baths,10603047,Greybeard,,28803,35.55404,-82.49156,Entire home/apt,232,2,2,2023-05-29,0.80,14,58,2,
793535631103106347,Home in Biltmore Forest · 3 bedrooms · 3 beds · 2 baths,382557808,Corey,,28803,35.5469,-82.50912,Entire home/apt,140,2,1,2023-04-09,0.42,2,180,1,
794855476960233010,Rental unit in Asheville · 1 bedroom · 1 bed · 1 bath,26373045,Alan,,28806,35.58706,-82.57285,Entire home/apt,110,30,0,,,1,321,0,
795605256242705845,Rental unit in Asheville · ★5.0 · 2 bedrooms · 3 beds · 2 baths,478867475,Raven,,28803,35.56476040444666,-82.54160473439329,Entire home/apt,404,2,3,2023-05-07,0.76,1,362,3,
795744756996073183,Home in Asheville · 1 bedroom · 1 bed · 1 shared bath,267148766,Michael,,28806,35.62564,-82.63476,Private room,47,1,0,,,3,316,0,
795911646107857978,Townhouse in Asheville · ★4.0 · 2 bedrooms · 2 beds · 1.5 baths,484918237,Mecco,,28803,35.50759,-82.52592,Entire home/apt,86,2,4,2023-05-21,1.56,1,158,4,
796340564686274453,Rental unit in Asheville · ★3.92 · 2 bedrooms · 3 beds · 1.5 baths,494100827,Bryson,,28803,35.50738,-82.52319,Entire home/apt,86,2,12,2023-05-28,3.00,1,156,12,
796514547683159610,Cabin in Asheville · ★5.0 · 3 bedrooms · 6 beds · 2 baths,25172146,Natasha,,28805,35.60623,-82.46852,Entire home/apt,298,3,6,2023-05-29,1.98,1,314,6,
797222852321624594,Home in Asheville · ★4.96 · 3 bedrooms · 4 beds · 1 bath,136927522,George,,28805,35.59285,-82.49622,Entire home/apt,99,1,26,2023-06-11,5.53,2,338,26,
797310259485630962,Guest suite in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,16050633,Abbey,,28801,35.57462874722293,-82.5571853111145,Entire home/apt,87,1,21,2023-05-23,3.89,1,65,21,
797666977010512780,Home in Asheville · 1 bedroom · 1 bed · 1 bath,93902247,Melissa,,28806,35.57265,-82.6257,Entire home/apt,75,30,0,,,1,129,0,
797861181555125107,Home in Asheville · 4 bedrooms · 4 beds · 3 baths,36537667,Julia,,28804,35.62898,-82.54061,Entire home/apt,752,30,0,,,3,283,0,
797946469100872622,Home in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,50280849,Mitch,,28804,35.62735,-82.52611,Entire home/apt,216,2,8,2023-05-23,1.79,1,282,8,
798410495128541811,Home in Asheville · 3 bedrooms · 4 beds · 3.5 baths,134903005,Carolina Mornings,,28801,35.58574,-82.54275,Entire home/apt,150,1,0,,,34,239,0,
799983269300686261,Camper/RV in Fletcher · 2 bedrooms · 1 bed · 1.5 baths,68439465,Matthew,,28732,35.44708,-82.48638,Entire home/apt,124,1,0,,,1,365,0,
800167085445702991,Home in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,102127332,Julia,,28806,35.590304959047415,-82.62755715828857,Entire home/apt,153,2,7,2023-06-09,1.65,5,357,7,
800938240982982725,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,652398,Kathryn,,28806,35.58159,-82.58902,Entire home/apt,87,1,17,2023-06-15,8.95,1,284,17,
801486823038903086,Rental unit in Arden · ★4.64 · 2 bedrooms · 2 beds · 2 baths,390463853,Brian,,28704,35.47515,-82.56516,Entire home/apt,122,1,11,2023-05-15,2.13,6,157,11,
801677979931509402,Home in Asheville · 6 bedrooms · 9 beds · 7 baths,323614638,Tamra,,28804,35.62015,-82.53355,Entire home/apt,1646,30,0,,,2,321,0,
801784032046500875,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,72536224,Mike,,28806,35.56633,-82.60176,Entire home/apt,80,30,0,,,1,329,0,
802359279474337656,Home in Asheville · ★4.59 · 3 bedrooms · 5 beds · 3 baths,84080099,Julian,,28806,35.6098658,-82.6361685,Entire home/apt,116,1,17,2023-06-12,3.29,1,279,17,
802417590457150275,Tiny home in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,146202451,Nathan,,28806,35.57841330644986,-82.63172775506973,Entire home/apt,65,2,13,2023-06-04,2.79,3,332,13,
802688730710512644,Guest suite in Asheville · ★4.77 · 1 bedroom · 1 bed · 1 bath,16130430,Nick,,28806,35.56921,-82.58953,Entire home/apt,90,1,13,2023-05-27,3.07,1,336,13,
802827603438229708,Condo in Asheville · ★4.87 · 1 bedroom · 2 beds · 1 bath,52896770,Lauren,,28801,35.59208,-82.54937,Entire home/apt,239,1,31,2023-06-15,6.00,4,156,31,
803010263207006312,Home in Asheville · ★4.93 · 4 bedrooms · 4 beds · 2 baths,30359388,Megan,,28805,35.61015,-82.47841,Entire home/apt,143,3,15,2023-06-12,5.77,1,143,15,
803559970350649820,Home in Woodfin · ★4.71 · 1 bedroom · 1 bed · 1 bath,134903005,Carolina Mornings,,28804,35.62623,-82.57521,Entire home/apt,83,1,7,2023-05-27,1.42,34,0,7,
803707023095655942,Home in Arden · ★4.75 · 3 bedrooms · 3 beds · 2 baths,177825864,Janet,,28704,35.46322262919305,-82.5099701725923,Entire home/apt,135,4,4,2023-05-29,0.94,1,325,4,
803712476358119746,Tiny home in Arden · 1 bedroom · 1 bed · 1 bath,477251437,Asheville River Cabins,,28704,35.4913164,-82.5711907,Entire home/apt,260,1,0,,,13,328,0,
804235967095343482,Home in Asheville · 3 bedrooms · 4 beds · 2 baths,2438992,Maggie,,28806,35.5721385,-82.5961866,Entire home/apt,167,30,0,,,1,140,0,
804250124275427800,Home in Asheville · ★5.0 · 3 bedrooms · 3 beds · 3 baths,495349821,Mark,,28801,35.5862365,-82.55437309999999,Entire home/apt,549,2,8,2023-05-22,1.90,1,285,8,
805755617400982684,Home in Asheville · 2 bedrooms · 2 beds · 2 baths,141322816,Miranda,,28803,35.55077,-82.53385,Entire home/apt,90,30,0,,,1,136,0,
805942258921052192,Home in Asheville · 4 bedrooms · 4 beds · 2.5 baths,40537227,Jennifer,,28803,35.52163,-82.47388,Entire home/apt,425,3,2,2023-06-04,0.71,1,276,2,
806430918323857030,Home in Woodfin · 3 bedrooms · 3 beds · 3.5 baths,496449296,Jessica,,28804,35.64229,-82.57374,Entire home/apt,220,30,0,,,1,352,0,
806482933460486626,Home in Asheville · 3 bedrooms · 3 beds · 2 baths,389708088,Roberta,,28803,35.55017,-82.5161,Entire home/apt,332,3,0,,,1,340,0,
807354529237189568,Home in Asheville · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,134903005,Carolina Mornings,,28804,35.62486,-82.52769,Entire home/apt,114,1,4,2023-05-07,1.03,34,347,4,
807508497950619100,Rental unit in Asheville · 2 bedrooms · 2 beds · 2 baths,41716528,Susana,,28803,35.51003,-82.52788,Entire home/apt,105,14,0,,,1,91,0,
808102535575087260,Guesthouse in Asheville · ★4.90 · 1 bedroom · 2 beds · 1 bath,10789230,Ashley,,28801,35.60346,-82.54496,Entire home/apt,113,2,10,2023-06-15,3.23,1,0,10,
808755513807830917,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,61411239,Virginia,,28803,35.5635914,-82.5397921,Entire home/apt,96,30,0,,,5,279,0,
808832407323703451,Home in Arden · 1 bedroom · 1 bed · 1 bath,121681645,Evolve,,28704,35.47694,-82.51528,Entire home/apt,75,2,2,2023-06-03,0.85,43,0,2,
809333299428005644,Home in Asheville · 1 bedroom · 1 bed · 1 private bath,23636378,Sara,,28803,35.56417,-82.52504,Private room,77,1,2,2023-05-07,0.50,1,144,2,
809620182647254901,Home in Asheville · 2 bedrooms · 2 beds · 2 baths,22083491,Kara,,28803,35.48774,-82.51893,Entire home/apt,180,3,0,,,1,9,0,
810198364940066524,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,332301121,Tiffany,,28801,35.6141,-82.54124,Private room,238,1,1,2023-03-18,0.32,7,280,1,
811026130816354743,Home in Asheville · ★New · 1 bedroom · 3 beds · 1 bath,55597430,Ashley,,28804,35.65125,-82.57146,Entire home/apt,178,2,1,2023-05-14,0.83,1,150,1,
813099815984205443,Home in Asheville · ★4.93 · 4 bedrooms · 5 beds · 2 baths,498116004,Julia,,28806,35.57989,-82.59572,Entire home/apt,160,2,30,2023-06-16,7.09,1,265,30,
813561760694380657,Home in Asheville · ★4.78 · 1 bedroom · 1 bed · 1 bath,498202168,Stephen And Jason,,28804,35.64291,-82.60416,Entire home/apt,78,60,9,2023-05-14,3.60,2,15,9,
813629571765258523,Home in Woodfin · 4 bedrooms · 4 beds · 3 baths,301671899,Scott,,28804,35.62906505506046,-82.59782466137695,Entire home/apt,239,3,1,2023-03-26,0.35,1,327,1,
813906334016229973,Cottage in Asheville · ★5.0 · 2 bedrooms · 3 beds · 1 bath,24384097,Kristina,,28806,35.53122,-82.62749,Entire home/apt,140,1,32,2023-06-04,8.00,1,312,32,
814028670818722419,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,498308745,Kendra'S Travel,,28804,35.62072,-82.57162,Entire home/apt,143,2,13,2023-06-05,3.25,1,353,13,
814506199227674948,Home in Arden · 1 bedroom · 1 bed · 1 bath,478848912,Pete,,28704,35.47484,-82.51795,Entire home/apt,45,1,1,2023-03-30,0.37,5,313,1,
814659769544419658,Home in Asheville · 2 bedrooms · 4 beds · 1 bath,478848912,Pete,,28804,35.62893,-82.51712,Entire home/apt,89,1,2,2023-04-02,0.59,5,340,2,
815057977590094192,Home in Asheville · ★New · 1 bedroom · 1 bed · 1 shared bath,6968667,Kate,,28804,35.61501,-82.55362,Private room,65,2,0,,,1,109,0,
815428632272085329,Rental unit in Asheville · ★New · 1 bedroom · 1 bed · 1 bath,498617085,Bob,,28803,35.5749545,-82.53851569999999,Entire home/apt,139,1,0,,,1,68,0,
816651955599520669,Home in Asheville · ★5.0 · 2 bedrooms · 4 beds · 2 baths,121681645,Evolve,,28804,35.6447,-82.57403,Entire home/apt,178,2,17,2023-05-22,3.81,43,283,17,
816833876868671890,Home in Woodfin · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,287133384,Samantha,,28804,35.62748,-82.58438,Entire home/apt,365,2,4,2023-05-29,1.00,4,335,4,
816841447039098290,Guest suite in Woodfin · ★4.75 · 3 bedrooms · 4 beds · 2.5 baths,287133384,Samantha,,28804,35.62588,-82.583,Entire home/apt,250,2,4,2023-06-11,1.28,4,347,4,
817471375669238387,Cabin in Arden · ★4.75 · 2 bedrooms · 2 beds · 2 baths,443139360,Vacasa North Carolina,,28704,35.44916,-82.5146,Entire home/apt,112,2,4,2023-06-04,1.32,34,365,4,
817471573345772359,Cabin in Arden · ★4.67 · Studio · 1 bed · 1 bath,443139360,Vacasa North Carolina,,28704,35.44886,-82.51418,Entire home/apt,93,2,6,2023-05-03,1.42,34,365,6,
818359277182559055,Home in Asheville · ★5.0 · 3 bedrooms · 3 beds · 2 baths,499283394,Jared,,28806,35.52360651122957,-82.6113811539673,Entire home/apt,223,2,9,2023-05-22,2.87,1,315,9,
818818788462798867,Home in Asheville · 4 bedrooms · 5 beds · 3.5 baths,287133384,Samantha,,28806,35.58714,-82.57616,Entire home/apt,197,30,0,,,4,46,0,
818857274136555910,Rental unit in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,26970245,Elizabeth Ann,,28801,35.5971601,-82.5525893,Entire home/apt,196,1,6,2023-06-15,2.54,1,273,6,
819405345563804973,Home in Asheville · 1 bedroom · 1 bed · 2 baths,189799819,Michael And Kerrie,,28803,35.55212,-82.46651,Entire home/apt,124,2,1,2023-02-11,0.23,5,0,1,
820317244585935889,Home in Asheville · 1 bedroom · 1 bed · 1 bath,346647371,Zia,,28806,35.58852,-82.62257,Entire home/apt,100,1,2,2023-06-10,1.62,2,0,2,
821030675435216627,Guest suite in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,94826029,Liza,,28804,35.62174,-82.51254,Entire home/apt,260,3,20,2023-06-12,5.04,1,274,20,
821285421345961579,Home in Asheville · ★5.0 · 5 bedrooms · 11 beds · 3.5 baths,446731191,David,,28806,35.50454,-82.60438,Entire home/apt,574,2,12,2023-06-04,3.16,2,148,12,
821947800997638307,Home in Arden · ★5.0 · 3 bedrooms · 3 beds · 2 baths,123333372,Maria,,28704,35.47634,-82.56962,Entire home/apt,141,2,13,2023-05-31,3.86,1,301,13,
823075195848107845,Home in Candler · ★4.95 · 5 bedrooms · 3.5 baths,297725694,Drew,,28715,35.56687,-82.66145,Entire home/apt,210,1,19,2023-06-12,4.83,9,50,19,
823143613030338927,Home in Asheville · 4 bedrooms · 8 beds · 2.5 baths,29536562,Jody,,28806,35.50085634733665,-82.61876400854787,Entire home/apt,213,1,2,2023-05-29,0.91,3,154,2,
823308330588948174,Cabin in Asheville · 2 bedrooms · 2 beds · 2 baths,92361168,Zahra,,28806,35.641,-82.64578,Entire home/apt,117,3,0,,,3,0,0,
823421185840048213,Home in Asheville · ★4.80 · 1 bedroom · 2 beds · 1 bath,498202168,Stephen And Jason,,28804,35.64167,-82.60277,Entire home/apt,81,60,15,2023-05-07,3.57,2,46,15,
824036475492715481,Camper/RV in Arden · 1 bedroom · 1 bed · 1 bath,477251437,Asheville River Cabins,,28704,35.4913164,-82.5711907,Entire home/apt,248,1,0,,,13,324,0,
825261368700959639,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,60531868,Lauren,,28801,35.57615,-82.54747,Entire home/apt,99,1,11,2023-05-27,3.55,1,57,11,
825357042765109909,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,351562874,Greg,,28806,35.57369,-82.60002,Entire home/apt,87,2,23,2023-06-11,6.97,1,271,23,
825391953994716068,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,332301121,Tiffany,,28801,35.61483,-82.54183,Private room,238,1,0,,,7,293,0,
825402691718394933,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,332301121,Tiffany,,28801,35.61483,-82.54183,Private room,278,1,0,,,7,292,0,
825407757550813711,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,332301121,Tiffany,,28801,35.61483,-82.54183,Private room,256,1,0,,,7,286,0,
825415053290113653,Home in Asheville · 3 bedrooms · 3 beds · 2 baths,447134467,Cristina,,28803,35.54377319854045,-82.51625061035156,Entire home/apt,176,3,0,,,3,350,0,
825426380707389742,Home in Asheville · ★5.0 · 3 bedrooms · 3 beds · 2 baths,447134467,Cristina,,28803,35.54374,-82.51772,Entire home/apt,163,3,3,2023-05-29,0.97,3,339,3,
825954479841641092,Home in Asheville · 2 bedrooms · 3 beds · 2 baths,8776922,Eliza,,28804,35.60968,-82.53944,Entire home/apt,198,30,0,,,2,287,0,
826051335525144259,Home in Asheville · 1 bedroom · 1 bed · 1.5 baths,15717851,Robin,,28804,35.63267,-82.54623,Private room,40,90,0,,,1,317,0,
826162182781186712,Home in Candler · ★5.0 · 1 bedroom · 1 bed · 1 bath,63661468,Joyce,,28715,35.51271,-82.66036,Entire home/apt,117,2,4,2023-05-29,1.00,1,265,4,
826744384551776383,Home in Arden · ★4.78 · 2 bedrooms · 2 beds · 1.5 baths,47220700,Matthew,,28704,35.47374,-82.49904,Entire home/apt,126,2,9,2023-05-21,2.55,1,345,9,
827009519256274127,Rental unit in Asheville · ★5.0 · 2 bedrooms · 3 beds · 1 bath,23337265,James,,28806,35.57688328380653,-82.59307761712311,Entire home/apt,181,1,26,2023-06-16,6.45,1,69,26,
827291744666665563,Home in Asheville · 3 bedrooms · 3 beds · 2.5 baths,121681645,Evolve,,28806,35.59159,-82.59315,Entire home/apt,106,30,0,,,43,0,0,
827415644569762331,Home in Asheville · ★New · 2 bedrooms · 1 bed · 2 baths,20808940,Sommerville,,28806,35.57685,-82.57615,Entire home/apt,107,29,0,,,1,31,0,
827599653801923303,Rental unit in Woodfin · ★5.0 · 1 bedroom · 1 bed · 1 bath,411121070,Aubrey,,28804,35.62747,-82.5757,Entire home/apt,108,2,11,2023-06-17,5.16,2,64,11,
828469601962924727,Rental unit in Woodfin · 2 bedrooms · 2 beds · 1 bath,411121070,Aubrey,,28804,35.62933,-82.57608,Entire home/apt,99,2,2,2023-05-29,1.40,2,181,2,
828558764470227964,Tiny home in Arden · ★5.0 · 1 bedroom · 1 bed · 1 bath,453001317,Byrd Bungalows,,28704,35.46254,-82.50378,Entire home/apt,139,1,8,2023-05-29,2.00,3,358,8,
828957064823370406,Rental unit in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,329768553,Austin,,28801,35.59657,-82.55201,Entire home/apt,110,1,6,2023-06-15,3.40,4,5,6,
